"Valuation Date","Last Movement Date",Organization,"Last Material Receipt Date","Org Warehouse",Locator,"Item Category","Item No","C_UOM_ID","On Hand Qty","C_Currency_ID","Moving Average Price","Price Value","C_Currency_ID_To","Current Price","Price Value","AD_Client_ID"
"31-01-2023","30-09-2022","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A343KKFA",PCS,4,USD,"0.357","1.428",USD,"0.357","1.428","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A350KKFA",PCS,13,USD,"0.2468","3.2084",USD,"0.2468","3.2084","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A353KKFA",PCS,3,USD,"0.7479","2.2437",USD,"0.7479","2.2437","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A354KKFA",PCS,9,USD,"0.2476","2.2284",USD,"0.2476","2.2284","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","19-04-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Non Purchase parts)","MLOV-A364KKFA",PCS,1,USD,"0.879","0.879",VND,"20,691.66","20,691.66","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A369KKFA",PCS,3,USD,"1.2609","3.7827",VND,"29,681.586","89,044.758","SHARP Manufacturing Vietnam"
"31-01-2023","06-10-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","MLOV-A383KKFA",PCS,5,USD,"0.4526","2.263",USD,"0.4526","2.263","SHARP Manufacturing Vietnam"
"31-01-2023","07-07-2022","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",MSPRCA084KKEZ,PCS,1,USD,"0.0065","0.0065",VND,"153.01","153.01","SHARP Manufacturing Vietnam"
"31-01-2023","07-07-2022","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",MSPRCA085KKEZ,PCS,1,USD,"0.0118","0.0118",VND,"277.772","277.772","SHARP Manufacturing Vietnam"
"31-01-2023","15-12-2022","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)",NFANSA013KKFA,PCS,1,USD,"1.7998","1.7998",USD,"1.7998","1.7998","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","24-09-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)",NFANSA062KKFA,PCS,1,USD,"3.90","3.9",USD,"3.9","3.9","SHARP Manufacturing Vietnam"
"31-01-2023","05-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)",NFANSA078KKFA,PCS,2,USD,"2.6036","5.2072",USD,"2.6036","5.2072","SHARP Manufacturing Vietnam"
"31-01-2023","07-12-2022","SAS_AirCleaner","12-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)",NFANSA081KKFA,PCS,1,USD,"2.5622","2.5622",USD,"2.5622","2.5622","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","NGER-A077KKFZ",PCS,2,USD,"0.0472","0.0944",USD,"0.0472","0.0944","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PBOX-A140KKFA",PCS,1,USD,"0.4076","0.4076",USD,"0.4076","0.4076","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PBOX-A141KKFA",PCS,4,USD,"0.2325","0.93",USD,"0.2325","0.93","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PBOX-A143KKFA",PCS,1,USD,"0.2858","0.2858",VND,"6,727.732","6,727.732","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PBOX-A146KKFA",PCS,1,USD,"0.7477","0.7477",USD,"0.7477","0.7477","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PBRS-A024KKEZ",PCS,1,USD,"0.062","0.062",VND,"1,459.48","1,459.48","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAP-A077KKFA",PCS,8,USD,"0.0431","0.3448",VND,"1,014.574","8,116.592","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAS-A205KKFA",PCS,1,USD,"1.8536","1.8536",USD,"1.8536","1.8536","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAS-A206KKFA",PCS,2,USD,"1.4767","2.9534",USD,"1.4767","2.9534","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAS-A218KKFA",PCS,9,USD,"5.2579","47.3211",USD,"5.2579","47.3211","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2022","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAS-A220KKFA",PCS,3,USD,"3.201","9.603",VND,"75,351.54","226,054.62","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCAS-A221KKFA",PCS,3,USD,"3.7993","11.3979",USD,"3.7993","11.3979","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCOV-A612KKFA",PCS,4,USD,"1.7509","7.0036",USD,"1.7509","7.0036","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCOV-A624KKFZ",PCS,2,USD,"0.023","0.046",USD,"0.023","0.046","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PCOV-A625KKFA",PCS,4,USD,"3.2483","12.9932",USD,"3.2483","12.9932","SHARP Manufacturing Vietnam"
"31-01-2023","06-05-2022","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)","PCUS-A280KKEZ",PCS,1,USD,"0.061","0.061",VND,"1,435.94","1,435.94","SHARP Manufacturing Vietnam"
"31-01-2023","06-05-2022","SAS_AirCleaner","09-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)","PCUS-A302KKEZ",PCS,5,USD,"0.3457","1.7285",VND,"8,137.778","40,688.89","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","13-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PDUC-A114KKFA",PCS,1,USD,"0.3597","0.3597",VND,"8,467.338","8,467.338","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","29-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)","PFIL-A442KKEZ",PCS,2,USD,"5.12","10.24",USD,"5.12","10.24","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","SAS_AirCleaner","17-06-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)","PFIL-A456KKEZ",PCS,3,USD,"5.65","16.95",USD,"5.65","16.95","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PFLO-A047KKFZ",PCS,1,USD,"0.0533","0.0533",VND,"1,254.682","1,254.682","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)",PGIDMA095KKFA,PCS,1,USD,"0.517","0.517",USD,"0.517","0.517","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PHOK-A068KKFA",PCS,2,USD,"0.0388","0.0776",VND,"913.352","1,826.704","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PHOK-A069KKFA",PCS,2,USD,"0.0515","0.103",VND,"1,212.31","2,424.62","SHARP Manufacturing Vietnam"
"31-01-2023","04-11-2022","SAS_AirCleaner","30-07-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",PMAGFA014KKEZ,PCS,2,USD,"0.0771","0.1542",VND,"1,814.934","3,629.868","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","29-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PNET-A067KKKZ",PCS,3,USD,"2.66","7.98",USD,"2.66","7.98","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","09-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A878KKPA",PCS,2,USD,"0.6485","1.297",USD,"0.6485","1.297","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)","PSHE-A937KK1A",PCS,6,USD,"1.1662","6.9972",USD,"1.1662","6.9972","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A948KKPA",PCS,15,USD,"0.7061","10.5915",USD,"0.7061","10.5915","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A967KKPB",PCS,1,USD,"1.3104","1.3104",USD,"1.3104","1.3104","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A968KKPA",PCS,2,USD,"1.3054","2.6108",USD,"1.3054","2.6108","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A968KKPB",PCS,3,USD,"1.2928","3.8784",USD,"1.2928","3.8784","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","27-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A972KKPA",PCS,16,USD,"0.7248","11.5968",USD,"0.7248","11.5968","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","06-06-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A974KKPA",PCS,1,USD,"1.6151","1.6151",USD,"1.6151","1.6151","SHARP Manufacturing Vietnam"
"31-01-2023","06-05-2022","SAS_AirCleaner","16-03-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A991KKPA",PCS,1,USD,"0.80","0.8",USD,"0.8","0.8","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A994KKPA",PCS,4,USD,"0.5609","2.2436",USD,"0.5609","2.2436","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A995KKPA",PCS,3,USD,"0.5609","1.6827",USD,"0.5609","1.6827","SHARP Manufacturing Vietnam"
"31-01-2023","06-05-2022","SAS_AirCleaner","16-03-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-A997KKPA",PCS,1,USD,"0.75","0.75",USD,"0.75","0.75","SHARP Manufacturing Vietnam"
"31-01-2023","07-09-2022","SAS_AirCleaner","29-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-B020KKPA",PCS,1,USD,"0.651","0.651",USD,"0.651","0.651","SHARP Manufacturing Vietnam"
"31-01-2023","06-10-2022","SAS_AirCleaner","12-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-B020KKPB",PCS,1,USD,"0.651","0.651",USD,"0.651","0.651","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-B021KKPB",PCS,1,USD,"1.2599","1.2599",USD,"1.2599","1.2599","SHARP Manufacturing Vietnam"
"31-01-2023","15-08-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Product (Purchased goods)","PSHE-B022KKPA",PCS,1,USD,"1.3524","1.3524",USD,"1.3524","1.3524","SHARP Manufacturing Vietnam"
"31-01-2023","02-04-2022","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",PSHEFA001KKEZ,m,"789.8",USD,"0.7142","564.0752",USD,"0.7142","564.0752","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",RSNSZA002SRZZ,PCS,1,USD,"3.6618","3.6618",USD,"3.6618","3.6618","SHARP Manufacturing Vietnam"
"31-01-2023","07-07-2022","SAS_AirCleaner","27-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA411KKEZ,PCS,3,USD,"0.3755","1.1265",VND,"8,839.27","26,517.81","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","27-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA412KKEZ,PCS,2,USD,"0.392","0.784",VND,"9,227.68","18,455.36","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA418KKEZ,PCS,4,USD,"0.5374","2.1496",VND,"12,650.396","50,601.584","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA419KKEZ,PCS,2,USD,"0.3297","0.6594",VND,"7,761.138","15,522.276","SHARP Manufacturing Vietnam"
"31-01-2023","05-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA420KKEZ,PCS,2,USD,"0.3286","0.6572",USD,"0.3286","0.6572","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA421KKEZ,PCS,5,USD,"0.4169","2.0845",USD,"0.4169","2.0845","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA432KKEZ,PCS,1,USD,"0.4461","0.4461",VND,"10,501.194","10,501.194","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA433KKEZ,PCS,1,USD,"0.4027","0.4027",VND,"9,479.558","9,479.558","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2022","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA435KKEZ,PCS,18,USD,"0.5982","10.7676",VND,"14,081.628","253,469.304","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA440KKEZ,PCS,2,USD,"0.2315","0.463",VND,"5,449.51","10,899.02","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA441KKEZ,PCS,14,USD,"0.4628","6.4792",VND,"10,894.312","152,520.368","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPADBA442KKEZ,PCS,1,USD,"0.3562","0.3562",VND,"8,384.948","8,384.948","SHARP Manufacturing Vietnam"
"31-01-2023","05-01-2023","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKAA088KKEZ,PCS,4,USD,"0.092","0.368",USD,"0.092","0.368","SHARP Manufacturing Vietnam"
"31-01-2023","15-12-2022","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC846KKRZ,PCS,11,USD,"1.082","11.902",USD,"1.082","11.902","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","12-08-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC865KKRZ,PCS,10,USD,"0.7698","7.698",VND,"18,121.092","181,210.92","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","03-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC896KKRZ,PCS,12,USD,"0.714","8.568",VND,"16,807.56","201,690.72","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","20-10-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC900KKRZ,PCS,9,USD,"1.082","9.738",USD,"1.082","9.738","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","SAS_AirCleaner","14-11-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC902KKEZ,PCS,3,USD,"0.7392","2.2176",VND,"17,400.768","52,202.304","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","10-08-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC910KKRZ,PCS,17,USD,"0.7803","13.2651",VND,"18,368.262","312,260.454","SHARP Manufacturing Vietnam"
"31-01-2023","07-12-2022","SAS_AirCleaner","15-11-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC939KKEZ,PCS,11,USD,"0.7398","8.1378",VND,"17,414.892","191,563.812","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","02-08-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC954KKRZ,PCS,1,USD,"1.7548","1.7548",VND,"41,307.992","41,307.992","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCC963KKRZ,PCS,12,USD,"1.1311","13.5732",USD,"1.1311","13.5732","SHARP Manufacturing Vietnam"
"31-01-2023","15-12-2022","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE001KKRZ,PCS,8,USD,"1.266","10.128",USD,"1.266","10.128","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","31-08-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE008KKRZ,PCS,227,USD,"1.6492","374.3684",VND,"38,822.168","8,812,632.136","SHARP Manufacturing Vietnam"
"31-01-2023","22-12-2022","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE010KKRZ,PCS,19,USD,"1.19","22.61",USD,"1.19","22.61","SHARP Manufacturing Vietnam"
"31-01-2023","15-12-2022","SAS_AirCleaner","01-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE011KKRZ,PCS,14,USD,"1.031","14.434",USD,"1.031","14.434","SHARP Manufacturing Vietnam"
"31-01-2023","07-12-2022","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE056KKRZ,PCS,27,USD,"0.7139","19.2753",VND,"16,805.206","453,740.562","SHARP Manufacturing Vietnam"
"31-01-2023","07-12-2022","SAS_AirCleaner","26-11-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE057KKRZ,PCS,4,USD,"0.9492","3.7968",VND,"22,344.168","89,376.672","SHARP Manufacturing Vietnam"
"31-01-2023","22-12-2022","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE100KKRZ,PCS,18,USD,"1.0821","19.4778",USD,"1.0821","19.4778","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","01-08-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE101KKRZ,PCS,5,USD,"1.0855","5.4275",USD,"1.0855","5.4275","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","01-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE105KKRZ,PCS,5,USD,"1.266","6.33",USD,"1.266","6.33","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","13-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE106KKRZ,PCS,14,USD,"1.20","16.8",USD,"1.2","16.8","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE112KKRZ,PCS,1,USD,"1.7316","1.7316",VND,"40,761.864","40,761.864","SHARP Manufacturing Vietnam"
"31-01-2023","23-05-2022","SAS_AirCleaner","17-11-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE114KKRZ,PCS,1,USD,"1.6965","1.6965",VND,"39,935.61","39,935.61","SHARP Manufacturing Vietnam"
"31-01-2023","23-05-2022","SAS_AirCleaner",,"SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE122KKRZ,PCS,1,USD,"0.4877","0.4877",VND,"11,480.458","11,480.458","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","14-07-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE126KKRZ,PCS,11,USD,"1.2549","13.8039",VND,"29,540.346","324,943.806","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","08-06-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE127KKRZ,PCS,3,USD,"1.2551","3.7653",VND,"29,545.054","88,635.162","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","16-05-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE128KKRZ,PCS,1,USD,"1.2559","1.2559",VND,"29,563.886","29,563.886","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","05-04-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE137KKRZ,PCS,72,USD,"0.8627","62.1144",VND,"20,307.958","1,462,172.976","SHARP Manufacturing Vietnam"
"31-01-2023","30-09-2022","SAS_AirCleaner","11-11-2021","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE150KKRZ,PCS,1,USD,"1.665","1.665",USD,"1.665","1.665","SHARP Manufacturing Vietnam"
"31-01-2023","17-06-2022","SAS_AirCleaner","24-10-2022","SA01 EXP Warehouse Exclude","MTN1001 Material Stock MA NG","Parts (Purchased parts)",SPAKCE159KKRZ,PCS,2,USD,"4.5199","9.0398",USD,"4.5199","9.0398","SHARP Manufacturing Vietnam"
